label,username,video_id,comment,clean_comment
0.0,,,"Klu di hk mah ttp kasik tp satu aja, nah klu suami istri ya angpaonya kasik 2 😊", klu di hk mah ttp kasik tp satu aja  nah klu suami istri ya angpaonya kasik 2
0.0,,,nyindir arap yak🤣yg arap kasih angpao di streaming marapthon, nyindir arap yak yg arap kasih angpao di streaming marapthon
0.0,,,"Kevin jdi glow up ya skrng, dulu nonton pas jaman masih kurus 😅", kevin jdi glow up ya skrng  dulu nonton pas jaman masih kurus
0.0,,,hidungnya wendy kok kyk jd naik ya, hidungnya wendy kok kyk jd naik ya
0.0,,,hidung &quot;red skull&quot; 😢, hidung  red skull
0.0,,,Singkat padat jelas kan 😂😂😂, singkat padat jelas kan
0.0,,,Itu kata &quot;bener juga ya&quot; keknya lebih ngejawab ke &quot;eh gw salah nanya gk sih?&quot;🗿, itu kata  bener juga ya  keknya lebih ngejawab ke  eh gw salah nanya gk sih
0.0,,,"Harus nya mah pas abis ambil amplop nya, kasih faktanya, trs terimakasih dan kabur 😭", harus nya mah pas abis ambil amplop nya  kasih faktanya  trs terimakasih dan kabur
0.0,,,"𝒏𝒈𝒂𝒔𝒊𝒉 𝒋𝒖𝒈𝒂 𝒈𝒑𝒑, 𝒂𝒏𝒈𝒑𝒂𝒐 𝒌𝒂𝒏 𝒔𝒊𝒎𝒃𝒐𝒍 𝒌𝒆𝒔𝒖𝒌𝒔𝒆𝒔𝒂𝒏. 𝑴𝒔𝒌𝒑𝒏 𝒋𝒐𝒎𝒃𝒍𝒐 𝒌𝒂𝒍𝒐 𝒖𝒅𝒂𝒉 𝒔𝒖𝒌𝒔𝒆𝒔 𝒃𝒐𝒍𝒆𝒉 𝒌𝒐𝒌 𝒃𝒆𝒓𝒃𝒂𝒈𝒊 𝒂𝒏𝒈𝒑𝒂𝒐. 𝑩𝒆𝒅𝒂 𝒔𝒂𝒎𝒂 𝒋𝒂𝒎𝒂𝒏 𝒅𝒖𝒍𝒖 𝒚𝒈 𝒏𝒈𝒂𝒔𝒊𝒉 𝒐𝒓𝒂𝒏𝒈 𝒕𝒖𝒂 𝒅𝒂𝒏  𝒃𝒖𝒂𝒕 𝒂𝒏𝒂𝒌2 𝒂𝒋𝒂 𝒃𝒆𝒓𝒖𝒑𝒂 𝒑𝒆𝒓𝒎𝒆𝒏 𝒅𝒂𝒏 𝒖𝒂𝒏𝒈 𝒌𝒐𝒊𝒏 𝒚𝒈 𝒅𝒊𝒊𝒌𝒂𝒕 𝒕𝒂𝒍𝒊 𝒎𝒆𝒓𝒂𝒉", ngasih juga gpp  angpao kan simbol kesuksesan  mskpn jomblo kalo udah sukses boleh kok berbagi angpao  beda sama jaman dulu yg ngasih orang tua dan  buat anak2 aja berupa permen dan uang koin yg diikat tali merah
0.0,,,Itu wendy??? Pangling cokkk, itu wendy    pangling cokkk
0.0,,,Wendy tanpa arap hanya cici2 pik biasa, wendy tanpa arap hanya cici2 pik biasa
0.0,,,Ini ciWendy yg ex nya Reza Arap?cakep bgt, ini ciwendy yg ex nya reza arap cakep bgt
0.0,,,Harusnya klo udah cerai dpt angpao kan, harusnya klo udah cerai dpt angpao kan
0.0,,,Coba di balik alurnya😅<br><br>Pasti nyambung😂, coba di balik alurnya pasti nyambung
0.0,,,"Blunder mah, jadi ga dapat tuh", blunder mah  jadi ga dapat tuh
0.0,,,Pesona janda emang beda 😂, pesona janda emang beda
0.0,,,"Young Lex bilang, &quot; kalau udah ga sama arap. Wendy JD Cici cici PIK biasa aja", young lex bilang    kalau udah ga sama arap  wendy jd cici cici pik biasa aja
0.0,,,idungnya jadi ngeri bet, idungnya jadi ngeri bet
0.0,,,Terkadang kejujuran itu memang pahit 😂, terkadang kejujuran itu memang pahit
0.0,,,mending hidung pesek natural drpd begini jelk bgt, mending hidung pesek natural drpd begini jelk bgt
0.0,,,Ehh kok wkwkwk, ehh kok wkwkwk
0.0,,,"Nggak loop, berarti personal ini😂", nggak loop  berarti personal ini
0.0,,,gajadi dapat angpao :D, gajadi dapat angpao  d
0.0,,,bangke lu bg wkwk, bangke lu bg wkwk
0.0,,,Bisa diam ga Vin?, bisa diam ga vin
0.0,,,Idunynya jadi aneh Dia ni, idunynya jadi aneh dia ni
0.0,,,Pinokio😂, pinokio
0.0,,,Idung wendy kek gitu tuh hasil oplas bukan sih?, idung wendy kek gitu tuh hasil oplas bukan sih
0.0,,,Wendi mantan reza Arab?, wendi mantan reza arab
0.0,,,Sumpah. Ini juga pernah aku pikirin., sumpah  ini juga pernah aku pikirin
0.0,,,kevin &quot;penolak rejeki&quot; anggara, kevin  penolak rejeki  anggara
0.0,,,"Jika itu saya, saya tidak akan mengatakan itu KEVIN!!!!!!", jika itu saya  saya tidak akan mengatakan itu kevin
0.0,,,bro telah membatalkan sumber uang nya😂, bro telah membatalkan sumber uang nya
0.0,,,tajam banget y hidung nya., tajam banget y hidung nya
0.0,,,Apakah kamuu melihat swiper?, apakah kamuu melihat swiper
0.0,,,hidung nya operasi malah aneh gtu, hidung nya operasi malah aneh gtu
0.0,,,"Kok bisa, pdhal wendi se wow itu rap rap", kok bisa  pdhal wendi se wow itu rap rap
0.0,,,"Mulutnya, awkwkwkwk 😂", mulutnya  awkwkwkwk
0.0,,,@Yb, yb
0.0,,,PADAHAL DIA MAU DAPET ANGPAO 😂, padahal dia mau dapet angpao
0.0,,,Michele jackson, michele jackson
0.0,,,Lubang idungnya tebel wkwk, lubang idungnya tebel wkwk
0.0,,,Takut banget kaya mj oplasnya jelas😢, takut banget kaya mj oplasnya jelas
0.0,,,Hidungnya ngapa jadi slim gitu, hidungnya ngapa jadi slim gitu
0.0,,,"Singkat, padat, khaaan", singkat  padat  khaaan
0.0,,,Dan di tahun ini gw berharap muslim tp keturunan Tiongkok, dan di tahun ini gw berharap muslim tp keturunan tiongkok
0.0,,,No hesitation 🗿<br>Dayum 🗣🗣, no hesitation  dayum
0.0,,,Duh gabisa tag si arap lagi😂, duh gabisa tag si arap lagi
0.0,,,Eh gw salah nanya ...<br><br>Reza arab = lah elu mutus rejeki orang... kan 🤨🤨🤨, eh gw salah nanya    reza arab   lah elu mutus rejeki orang    kan
0.0,,,Terima dulu angpao nya, terima dulu angpao nya
0.0,,,ciwen istri gue❤, ciwen istri gue
0.0,,,Njir, njir
0.0,,,Itu idung?, itu idung
0.0,,,Singkat padat kan😅, singkat padat kan
0.0,,,koh Kevin baik banget 🥺 menolak anpau dari yang lagi galau cerai. Sungguh terpuji beliau ini. ☺️, koh kevin baik banget   menolak anpau dari yang lagi galau cerai  sungguh terpuji beliau ini
0.0,,,"Harusnya diterima dulu angpaonya, baru nanya kek gitu wkwk", harusnya diterima dulu angpaonya  baru nanya kek gitu wkwk
0.0,,,"Giliran Kevin nanya ginian gapapa, giliran gua nanya ginian ditampar. Life not fair...", giliran kevin nanya ginian gapapa  giliran gua nanya ginian ditampar  life not fair
0.0,,,Cantiknya kak wen, cantiknya kak wen
0.0,,,Selalu dengan joks nikahnya 😂😂😂 move on vin, selalu dengan joks nikahnya     move on vin
0.0,,,kaya patkai anjir, kaya patkai anjir
0.0,,,Mau dikasih tu padahal 😮, mau dikasih tu padahal
0.0,,,Wendy cakepan dulu sebelum operasi, wendy cakepan dulu sebelum operasi
0.0,,,Oplas ya hidungnya? 😂, oplas ya hidungnya
0.0,,,fix.. clip ini pasti dikirim ke sana 😂, fix   clip ini pasti dikirim ke sana
0.0,,,"sepertinya ngasih kode in deep thought, sadar atau engga, mgkn aku salah info 😂", sepertinya ngasih kode in deep thought  sadar atau engga  mgkn aku salah info
0.0,,,@ybrap Ko kaya mantan lu bang 😂, ybrap ko kaya mantan lu bang
0.0,,,Penyok gtu idung, penyok gtu idung
0.0,,,.......u salah nanya betul, u salah nanya betul
0.0,,,wuaaah salah nih !!!<br><br><br>harusnya ambil dlu angpaonya vin terus tanya, wuaaah salah nih    harusnya ambil dlu angpaonya vin terus tanya
0.0,,,&quot;mulut pemutus rezeki&quot; tewewet teweeet, mulut pemutus rezeki  tewewet teweeet
0.0,,,Rugi deh🤣🤣🤣, rugi deh
0.0,,,"Ci Wen cantik banget, meleleh aku", ci wen cantik banget  meleleh aku
0.0,,,"Maaf ya agak oot, cuman mau beropini dan bertanya. Cewek tuh beneran ngerasa cantik dan percaya diri kah dengan operasi hidung yang kayak gitu? Jujur ci wen udah cantik loh dulu tapi yaudah lah ya pilihan masing masing", maaf ya agak oot  cuman mau beropini dan bertanya  cewek tuh beneran ngerasa cantik dan percaya diri kah dengan operasi hidung yang kayak gitu  jujur ci wen udah cantik loh dulu tapi yaudah lah ya pilihan masing masing
0.0,,,"kevin sama wendy cocok sih, sama2 cina. ga kayak yg ituh ,dah item ga tau diri", kevin sama wendy cocok sih  sama2 cina  ga kayak yg ituh  dah item ga tau diri
0.0,,,nggak gitu konsep Hong Bao ( angpao ), nggak gitu konsep hong bao   angpao
0.0,,,My nose pesek 😢, my nose pesek
0.0,,,"Ihh parah Kevin, mantan nya temen ituh 😂😂", ihh parah kevin  mantan nya temen ituh
0.0,,,tutorial menolak rejeki, tutorial menolak rejeki
0.0,,,That &quot;KAAAAN&quot;, that  kaaaan
0.0,,,"Terimandulu cok baru protes, gmn sih😅", terimandulu cok baru protes  gmn sih
0.0,,,Wkwkwkkwkw gokiiilll coook, wkwkwkkwkw gokiiilll coook
0.0,,,salfok ama idung nya. 😮, salfok ama idung nya
0.0,,,kok mirip michael Jakson ya, kok mirip michael jakson ya
0.0,,,Seriusnya apa dong?, seriusnya apa dong
0.0,,,Baru tau KA tatoan😮, baru tau ka tatoan
0.0,,,“Kaaaaan”, kaaaaan
0.0,,,wendy kaget ga sih dikasih tau scriptnya? 🤣🤣, wendy kaget ga sih dikasih tau scriptnya
0.0,,,Baru duduk kena ulti 😅, baru duduk kena ulti
0.0,,,Orang yang udah cerai masih ngasih angpao ga sih<br>Statusnya kan udah ga nikah <br>Udah ga ada suami juga<br>Soalnya kan udah cerai<br>Jadi sendirian aja<br>Ga punya suami kan ya<br>Kan udah cerai ya<br>Ehh bener ga sih udah cerai<br><br><br>Ngeluarin angpao: ❎<br>Ngeluarin ak-47: ✅, orang yang udah cerai masih ngasih angpao ga sihstatusnya kan udah ga nikah udah ga ada suami jugasoalnya kan udah ceraijadi sendirian ajaga punya suami kan yakan udah cerai yaehh bener ga sih udah ceraingeluarin angpao   ngeluarin ak-47
0.0,,,Wahh 🫵😂, wahh
0.0,,,"Tanya dulu, berpikir kemudian", tanya dulu  berpikir kemudian
0.0,,,harusnya diterima dulu itu angpaonyaaa, harusnya diterima dulu itu angpaonyaaa
0.0,,,panutanku, panutanku
0.0,,,"Buset&quot;, lgsung ngulti gitu🤣", buset   lgsung ngulti gitu
0.0,,,ini sarkas ya teman2 :V, ini sarkas ya teman2  v
0.0,,,wendy : wuahh🗿, wendy   wuahh
0.0,,,Isi shortnya collabs ama nama gede mulu, isi shortnya collabs ama nama gede mulu
0.0,,,"Gw yg etnis thionghua pernah dengar<br><br>Belum nikah ngak boleh kasih angpao, katanya bisa menjauhkan jodoh<br><br>Orang zaman dulu, kalau bilang Khiung Hi harus ngasih angpao<br><br>Angpao ngak boleh ditolak, harus diterima, mau besar atau kecilmya", gw yg etnis thionghua pernah dengarbelum nikah ngak boleh kasih angpao  katanya bisa menjauhkan jodohorang zaman dulu  kalau bilang khiung hi harus ngasih angpaoangpao ngak boleh ditolak  harus diterima  mau besar atau kecilmya
0.0,,,"ngeri, jaman dlu sering bikin video sama arap sekarang collab sama mantan bininya 🤣", ngeri  jaman dlu sering bikin video sama arap sekarang collab sama mantan bininya
0.0,,,Gajadi dikasih angpao deh 😂, gajadi dikasih angpao deh
0.0,,,Damn. Straight to the point banget. Kaget wkwkwk😂🤣, damn  straight to the point banget  kaget wkwkwk
0.0,,,kan, kan
0.0,,,Ud d mediashare blom ni, ud d mediashare blom ni
0.0,,,Nyebelin tapi akhirnya seneng😂, nyebelin tapi akhirnya seneng
0.0,,,"Tapi iya juga ya, aku izin tanya sebagai yang bukan chindo, apakah yang sudah tidak berumah tangga itu wajib kasih angpao??", tapi iya juga ya  aku izin tanya sebagai yang bukan chindo  apakah yang sudah tidak berumah tangga itu wajib kasih angpao
0.0,,,what the f, what the f
0.0,,,Mendingan gw diem aja, mendingan gw diem aja
0.0,,,"Pin, lu udah laporin iqbaal ke ahok belum", pin  lu udah laporin iqbaal ke ahok belum
0.0,,,Kionghi kionghi, kionghi kionghi
0.0,,,nyesel lo kan bang 😂, nyesel lo kan bang
0.0,,,Dan si duda asik live stream wkwk, dan si duda asik live stream wkwk
0.0,,,"Frontral di depan, hangbao ketahan. 😉", frontral di depan  hangbao ketahan
0.0,,,Wah parah lu vin, wah parah lu vin
0.0,,,makan apa itu bg? keliatannya enak, makan apa itu bg  keliatannya enak
0.0,,,Wah <i>😂</i>, wah
0.0,,,Bang gw orang ke seribu yang like video ini, bang gw orang ke seribu yang like video ini
0.0,,,minimal ambil dulu angpao nya 🤣, minimal ambil dulu angpao nya
0.0,,,Kesalahan video ini adalah ga nerima angpao dulu malah dikasih fakta duluan, kesalahan video ini adalah ga nerima angpao dulu malah dikasih fakta duluan
0.0,,,Jadi jawaban benernya apa? 😂, jadi jawaban benernya apa
0.0,,,damn, damn
0.0,,,keburu nanya duluan 😂, keburu nanya duluan
0.0,,,5 detik yang luar biasa yahh, 5 detik yang luar biasa yahh
0.0,,,Ciwen still cantik ajg. Kaga pernah luntur, ciwen still cantik ajg  kaga pernah luntur
0.0,,,Kiong hi kiong hi, kiong hi kiong hi
0.0,,,Siapa nama kakaknya?, siapa nama kakaknya
0.0,,,&quot;Eh gua salah nanya ya&quot; 🗿🗿, eh gua salah nanya ya
0.0,,,Harusnya nanya setelah dikasih angpau nya😅😂, harusnya nanya setelah dikasih angpau nya
0.0,,,coba ajak ke gunung, coba ajak ke gunung
0.0,,,makin akrab aja pin, makin akrab aja pin
0.0,,,"Kalau amplop lebaran, apakah berlaku?", kalau amplop lebaran  apakah berlaku
0.0,,,Apa lah😂, apa lah
0.0,,,Ngeri wkwk, ngeri wkwk
0.0,,,"<a href=""https://discord.gg/AZkhcMqz"">https://discord.gg/AZkhcMqz</a> <a href=""http://www.youtube.com/results?search_query=%23kemananich"">#kemananich</a> DISCORD KLEAN MAU NGAPAIN NIHHHH", kemananich discord klean mau ngapain nihhhh
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=738"">12:18</a> Mata palsu itu bisa di bongkar pasang seperti mainan. Supaya lebih jelas gambarannya seperti apa. Bisa liat di close the door &quot;KISAH WANITA BERMATA 7&quot;.", mata palsu itu bisa di bongkar pasang seperti mainan  supaya lebih jelas gambarannya seperti apa  bisa liat di close the door  kisah wanita bermata 7
0.0,,,"bikin nambah jauh aja bang qor video ini ,,,,,,,", bikin nambah jauh aja bang qor video ini
0.0,,,"Bang Qor, gue dan suami suka banget konten2 bang Qor tapi suami gue kebetulan WNA dan ga terlalu paham bahasa Indonesia. Boleh ga bang kasih subtitle untuk konten2 selanjutnya biar orang luar yang suka juga sama kontennya bang Qor bisa lebih mengerti heheh terimakasih dan sukses selalu Bang😊🙏🙏🙏", bang qor  gue dan suami suka banget konten2 bang qor tapi suami gue kebetulan wna dan ga terlalu paham bahasa indonesia  boleh ga bang kasih subtitle untuk konten2 selanjutnya biar orang luar yang suka juga sama kontennya bang qor bisa lebih mengerti heheh terimakasih dan sukses selalu bang
0.0,,,hhahahhahahahhahaha, hhahahhahahahhahaha
0.0,,,semangat kejar surganya bang, semangat kejar surganya bang
1.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=1407"">23:27</a> akhirnya gue untung juga main di BERKAH 99", akhirnya gue untung juga main di berkah 99
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=660"">11:00</a> belakang saksi bisu nya boljug", belakang saksi bisu nya boljug
1.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=1229"">20:29</a> seru banget gua liat orang main di BERKAH 99", seru banget gua liat orang main di berkah 99
0.0,,,Sekte wibu kecak lurde😂, sekte wibu kecak lurde
0.0,,,yang meme bayi negro itu maksudnya gmana si ? ada botol air, yang meme bayi negro itu maksudnya gmana si   ada botol air
0.0,,,bang judul lagu closingnya apah?, bang judul lagu closingnya apah
0.0,,,"Udah lama nih qor ga liat <a href=""http://www.youtube.com/results?search_query=%23qgbacotsantuy"">#qgbacotsantuy</a> <a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=97"">1:37</a>", udah lama nih qor ga liat qgbacotsantuy
0.0,,,yang lama napa qor bikin reaction nya kurang puas njir liatnya, yang lama napa qor bikin reaction nya kurang puas njir liatnya
0.0,,,video pertama bukan itu video aslinyaa banggg, video pertama bukan itu video aslinyaa banggg
1.0,,,Banyak pengguna yang menemukan HARTA138sebagai sumber daya yang berharga., banyak pengguna yang menemukan harta138sebagai sumber daya yang berharga
0.0,,,baru tau codebluuu bikin react, baru tau codebluuu bikin react
0.0,,,Valentine or fallentine, valentine or fallentine
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=455"">07:35</a>, dilarang keras untuk tertawa🗿", dilarang keras untuk tertawa
0.0,,,Jatuhkan link DC bangg, jatuhkan link dc bangg
0.0,,,Anjay Yesus 😅😅😅😅, anjay yesus
0.0,,,"Yang ngevideoin tuh tempat kopi gak ada otak, seharusnya lu nikmatin sendiri, gak usah di share ke sosmed, malah jadi tutup kan tempatnya", yang ngevideoin tuh tempat kopi gak ada otak  seharusnya lu nikmatin sendiri  gak usah di share ke sosmed  malah jadi tutup kan tempatnya
0.0,,,salam interaksi bang, salam interaksi bang
0.0,,,Gondanglegi go nasional 😂😂, gondanglegi go nasional
0.0,,,Tempat kopi daerah gua itu bang qor di malang jatim wkwkwkwk this is jatim kopi cetol dan sound horeg wkwkwk, tempat kopi daerah gua itu bang qor di malang jatim wkwkwkwk this is jatim kopi cetol dan sound horeg wkwkwk
0.0,,,Woy bang qor kpn KEMANANICH  lagi nih 😂, woy bang qor kpn kemananich  lagi nih
0.0,,,seneng bgt qory udah aktif ngeyutub lagii, seneng bgt qory udah aktif ngeyutub lagii
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=690"">11:30</a> itu memang ada qor....<br>Mata palsu model gitu klo mau di cas , harus di lepas dulu.", itu memang ada qor    mata palsu model gitu klo mau di cas   harus di lepas dulu
0.0,,,Kopi cetol udh di tutup kan, kopi cetol udh di tutup kan
0.0,,,bacotsantuy dah gada bang?, bacotsantuy dah gada bang
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=265"">4:25</a> kasihan mbaknya, udah nahan sakit masih harus nahan buat ketawa🤣", kasihan mbaknya  udah nahan sakit masih harus nahan buat ketawa
0.0,,,link discordnya dimana ya, link discordnya dimana ya
0.0,,,Itu bola mata bisa di keluarin. Biasanua yg make orng yg ga punya bola mata, itu bola mata bisa di keluarin  biasanua yg make orng yg ga punya bola mata
0.0,,,Papih versi beta 🙄, papih versi beta
1.0,,,"Prosesnya sangat cepat, terima kasih kepada PulΛᴜ𝟽𝟽𝟽.", prosesnya sangat cepat  terima kasih kepada pulau777
1.0,,,Saya tidak pernah kecewa dengan apa yang diberikan oleh PulΛᴜ𝟽𝟽𝟽., saya tidak pernah kecewa dengan apa yang diberikan oleh pulau777
1.0,,,PulΛu-777 memberikan saya pengalaman yang luar biasa., pulau-777 memberikan saya pengalaman yang luar biasa
1.0,,,"Terima kasih PulΛu777, semua berjalan sesuai harapan.", terima kasih pulau777  semua berjalan sesuai harapan
1.0,,,Akses ke PUL4U777 sangat mudah dan jelas., akses ke pul4u777 sangat mudah dan jelas
0.0,,,ajg ah yg bikin konten gondanglegi 😌<br><br>jadi gabisa kesana lagi, ajg ah yg bikin konten gondanglegi  jadi gabisa kesana lagi
0.0,,,Sejak kpan papy JEE jadi prindhavan😂😂😂😂😂😂 KOCAKK, sejak kpan papy jee jadi prindhavan       kocakk
0.0,,,"wkwkwkwk LC berkedok promosi motor ajg<a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a><a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>", wkwkwkwk lc berkedok promosi motor ajg
1.0,,,selalu menjadi tempat favorit 𝙒𝙄𝘽𝙐69𝙅𝙋 memang yang terbaik sangat direkomendasikan! 🥰, selalu menjadi tempat favorit wibu69jp memang yang terbaik sangat direkomendasikan
0.0,,,bangsat share vidio &quot; pendek &quot; wlkwkwkkw, bangsat share vidio   pendek   wlkwkwkkw
0.0,,,"Jangan gitu lah bang, gw belum ngopi kesitu, atau mau ngopi bareng kesitu.😂😂", jangan gitu lah bang  gw belum ngopi kesitu  atau mau ngopi bareng kesitu
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=428"">07:08</a> GORENGANN SATTT🤣🤣", gorengann sattt
0.0,,,"Biarkan wibu menikmati acaranya selagi ngga merugikan orang lain, normies2 klo ga paham gausah lah stich2 trus tempel caption seakan-akan melabeli semua wibu itu freak.", biarkan wibu menikmati acaranya selagi ngga merugikan orang lain  normies2 klo ga paham gausah lah stich2 trus tempel caption seakan-akan melabeli semua wibu itu freak
0.0,,,SIAPA YANG SETUJU OPENBOOK 1JAM 😂, siapa yang setuju openbook 1jam
0.0,,,PAPS J RINDAVAN HAHAHAAHAHAHAHAHAHA, paps j rindavan hahahaahahahahahaha
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=345"">05:45</a> &quot; Yesus bersama kita &quot;  😂", yesus bersama kita
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=515"">8:35</a> udah kena grebek soalnya viral 😅", udah kena grebek soalnya viral
0.0,,,Tapi kopi centol sudah di basmi sangat di sayangkan 🗿, tapi kopi centol sudah di basmi sangat di sayangkan
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=291"">4:51</a> lho mas din angkringan west", lho mas din angkringan west
0.0,,,Konten penghambat masuk surga is backkkkk, konten penghambat masuk surga is backkkkk
0.0,,,"Assalamualaikum Bang Qory, aku sudah lama menjadi subscriber mu, bahkan semenjak Abang masih chubby, aku doakan agar Abang sukses, dan rejeki Abang semakin lancar, dan di rahmati Allah SWT, Abang kan suka game horror dan suka game yang difficulty nya God, aku ada saran game horror yang namanya Feae And Hunger, yang pertama. Coba Abang main game itu, itu game sempat viral.", assalamualaikum bang qory  aku sudah lama menjadi subscriber mu  bahkan semenjak abang masih chubby  aku doakan agar abang sukses  dan rejeki abang semakin lancar  dan di rahmati allah swt  abang kan suka game horror dan suka game yang difficulty nya god  aku ada saran game horror yang namanya feae and hunger  yang pertama  coba abang main game itu  itu game sempat viral
0.0,,,BacotSantuy nya kemana nih?, bacotsantuy nya kemana nih
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=688"">11:28</a> Apa ga panas tu mata anjir akwokakoww", apa ga panas tu mata anjir akwokakoww
0.0,,,&quot; Jangan Lupa Pengaman&quot; Guys, jangan lupa pengaman  guys
0.0,,,Sia pundungan ih🤣🫵🏻, sia pundungan ih
0.0,,,papaya, papaya
0.0,,,Cihuy😂, cihuy
0.0,,,"Bisa dilepas itu matanya bang qor, rata&quot; mata palsu itu bisa lepas pasang", bisa dilepas itu matanya bang qor  rata  mata palsu itu bisa lepas pasang
0.0,,,semoga sehat sehat selalu semuanya, semoga sehat sehat selalu semuanya
1.0,,,pemain lama pasti tau ganaasnya ✯𝗠𝗮𝗻𝘂𝘁𝟴𝟴✯, pemain lama pasti tau ganaasnya  manut88
1.0,,,cuma ░✯𝙈𝘼𝙉𝙐𝙏88✯░  yg bisa belikan aku motor cash, cuma   manut88    yg bisa belikan aku motor cash
1.0,,,●𝗠𝗮𝗻𝘂𝘁𝟴𝟴●memang ok sllu brbgi kbhgiaan n cintanya, manut88 memang ok sllu brbgi kbhgiaan n cintanya
1.0,,,awalnya hanya coba di✯𝙈𝘼𝙉𝙐𝙏88✯ taunya meledak terus, awalnya hanya coba di manut88  taunya meledak terus
1.0,,,✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦benar benar membuat ku kaget jeepenya melimpah, manut88 benar benar membuat ku kaget jeepenya melimpah
1.0,,,░░𝐌 𝐀 𝐍 𝐔 𝐓 𝟖 𝟖░░Daftar dan mainkan auto jadi sultan, m a n u t 8 8  daftar dan mainkan auto jadi sultan
1.0,,,✯𝗠𝗮𝗻𝘂𝘁𝟴𝟴✯selalu memberikan kebahagiaan., manut88 selalu memberikan kebahagiaan
1.0,,,░░𝐌𝐀𝐍𝐔𝐓𝟖𝟖░░menjadi pelopor dengan winrate tertinggi, manut88  menjadi pelopor dengan winrate tertinggi
1.0,,,main iseng malah saldo meledak di ░✯𝙈𝘼𝙉𝙐𝙏88✯░, main iseng malah saldo meledak di   manut88
1.0,,,✦𝗠 𝗮 𝗻 𝘂 𝘁 𝟴 𝟴✦Pengalaman bermain yang fantastis, m a n u t 8 8 pengalaman bermain yang fantastis
1.0,,,✯𝗠 𝗮 𝗻 𝘂 𝘁 𝟴 𝟴✯selalu memberikan kebahagiaan., m a n u t 8 8 selalu memberikan kebahagiaan
0.0,,,Hidup sia-sia saja😢, hidup sia-sia saja
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=126"">2:06</a> bocil kinderjoy sekarang udah pada ngopi golda di indomaret, kalau bocil produk new sengsaranya kena ulti limit hp sama ortu", bocil kinderjoy sekarang udah pada ngopi golda di indomaret  kalau bocil produk new sengsaranya kena ulti limit hp sama ortu
0.0,,,Bentar lagi subathon, bentar lagi subathon
0.0,,,Udh digrebek warung cetol, udh digrebek warung cetol
0.0,,,KCD nya bang kapan live lagi, kcd nya bang kapan live lagi
0.0,,,"Klo ada judol gausah di komen, langsung report aja, jgn kasih engagement.", klo ada judol gausah di komen  langsung report aja  jgn kasih engagement
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=769"">12:49</a> emang ada rencana nikah kapan qor?", emang ada rencana nikah kapan qor
1.0,,,"Nggak bisa percaya, baru pertama kali coba di 𝐴𝐆𝑈𝘚𝐓𝑂𝙏𝘖langsung dapet rezeki gede!", nggak bisa percaya  baru pertama kali coba di agustotolangsung dapet rezeki gede
0.0,,,"<a href=""https://www.youtube.com/watch?v=3WvTEDfQWxY&amp;t=143"">2:23</a> halooow bang. let me explain ya itu<br>sebenernya itu pas kami berdua lagi muterin lagu papaya dari babymetal, nah pas bagian rapnya emang udah habbit anak anak sama koordinatornya buat gimmick kayak gitu si, bener kayak kata lu bang, emang vibing penonton sama lagunya. hahaha 😁😁", halooow bang  let me explain ya itusebenernya itu pas kami berdua lagi muterin lagu papaya dari babymetal  nah pas bagian rapnya emang udah habbit anak anak sama koordinatornya buat gimmick kayak gitu si  bener kayak kata lu bang  emang vibing penonton sama lagunya  hahaha
0.0,,,Dah lama gak liat qory .. miss u boss, dah lama gak liat qory    miss u boss
0.0,,,udah di grebek kok warkopnya🤣, udah di grebek kok warkopnya
0.0,,,Panjangin durasinya ngapa bang, panjangin durasinya ngapa bang
0.0,,,#NAME?, name
